time,am_pm,month_day,months,year,usage_kWh,date,day_of_week
11,AM,07th,Apr,2014,0.144,2014-04-07,Monday
12,AM,07,Apr,2014,0.073,2014-04-07,Monday
01,PM,07th,Apr,2014,0.098,2014-04-07,Monday
02,PM,07,Apr,2014,0.142,2014-04-07,Monday
03,PM,07,Apr,2014,0.119,2014-04-07,Monday
04,PM,7th,Apr,2014,0.132,2014-04-07,Monday
05,PM,07,Apr,2014,0.316,2014-04-07,Monday
06,PM,07,Apr,2014,0.458,2014-04-07,Monday
07,PM,7th,Apr,2014,0.486,2014-04-07,Monday
08,PM,7th,Apr,2014,0.422,2014-04-07,Monday
09,PM,07,Apr,2014,0.198,2014-04-07,Monday
10,PM,7th,Apr,2014,0.15,2014-04-07,Monday
11,PM,07,Apr,2014,0.171,2014-04-07,Monday
12,PM,07th,Apr,2014,0.143,2014-04-07,Monday
01,AM,08,Apr,2014,0.071,2014-04-08,Tuesday
02,AM,8th,Apr,2014,0.052,2014-04-08,Tuesday
03,AM,08th,Apr,2014,0.049,2014-04-08,Tuesday
04,AM,08,Apr,2014,0.052,2014-04-08,Tuesday
05,AM,08,Apr,2014,0.389,2014-04-08,Tuesday
06,AM,8th,Apr,2014,0.403,2014-04-08,Tuesday
07,AM,8th,Apr,2014,0.278,2014-04-08,Tuesday
08,AM,08th,Apr,2014,0.125,2014-04-08,Tuesday
09,AM,08,Apr,2014,0.105,2014-04-08,Tuesday
10,AM,08,Apr,2014,0.108,2014-04-08,Tuesday
11,AM,08th,Apr,2014,0.174,2014-04-08,Tuesday
12,AM,08,Apr,2014,0.077,2014-04-08,Tuesday
01,PM,08th,Apr,2014,0.108,2014-04-08,Tuesday
02,PM,08,Apr,2014,0.122,2014-04-08,Tuesday
03,PM,8th,Apr,2014,0.131,2014-04-08,Tuesday
04,PM,08,Apr,2014,0.144,2014-04-08,Tuesday
05,PM,08,Apr,2014,0.351,2014-04-08,Tuesday
06,PM,8th,Apr,2014,0.344,2014-04-08,Tuesday
07,PM,08,Apr,2014,0.54,2014-04-08,Tuesday
08,PM,08th,Apr,2014,0.422,2014-04-08,Tuesday
09,PM,08th,Apr,2014,0.162,2014-04-08,Tuesday
10,PM,08th,Apr,2014,0.141,2014-04-08,Tuesday
11,PM,8th,Apr,2014,0.129,2014-04-08,Tuesday
12,PM,8th,Apr,2014,0.132,2014-04-08,Tuesday
01,AM,09,Apr,2014,0.064,2014-04-09,Wednesday
02,AM,9th,Apr,2014,0.057,2014-04-09,Wednesday
03,AM,9th,Apr,2014,0.061,2014-04-09,Wednesday
04,AM,09,Apr,2014,0.055,2014-04-09,Wednesday
05,AM,9th,Apr,2014,0.284,2014-04-09,Wednesday
06,AM,09,Apr,2014,0.421,2014-04-09,Wednesday
07,AM,09,Apr,2014,0.319,2014-04-09,Wednesday
08,AM,09th,Apr,2014,0.132,2014-04-09,Wednesday
09,AM,9th,Apr,2014,0.077,2014-04-09,Wednesday
10,AM,9th,Apr,2014,0.114,2014-04-09,Wednesday
11,AM,09,Apr,2014,0.162,2014-04-09,Wednesday
12,AM,9th,Apr,2014,0.077,2014-04-09,Wednesday
01,PM,09,Apr,2014,0.103,2014-04-09,Wednesday
02,PM,09,Apr,2014,0.104,2014-04-09,Wednesday
03,PM,09,Apr,2014,0.113,2014-04-09,Wednesday
04,PM,09th,Apr,2014,0.103,2014-04-09,Wednesday
05,PM,09,Apr,2014,0.421,2014-04-09,Wednesday
06,PM,09,Apr,2014,0.496,2014-04-09,Wednesday
07,PM,9th,Apr,2014,0.47,2014-04-09,Wednesday
08,PM,09,Apr,2014,0.475,2014-04-09,Wednesday
09,PM,9th,Apr,2014,0.157,2014-04-09,Wednesday
10,PM,9th,Apr,2014,0.164,2014-04-09,Wednesday
11,PM,09th,Apr,2014,0.171,2014-04-09,Wednesday
12,PM,9th,Apr,2014,0.17,2014-04-09,Wednesday
01,AM,10th,Apr,2014,0.064,2014-04-10,Thursday
02,AM,10,Apr,2014,0.049,2014-04-10,Thursday
03,AM,10,Apr,2014,0.07,2014-04-10,Thursday
04,AM,10th,Apr,2014,0.055,2014-04-10,Thursday
05,AM,10,Apr,2014,0.363,2014-04-10,Thursday
06,AM,10th,Apr,2014,0.324,2014-04-10,Thursday
07,AM,10th,Apr,2014,0.251,2014-04-10,Thursday
08,AM,10,Apr,2014,0.13,2014-04-10,Thursday
09,AM,10th,Apr,2014,0.093,2014-04-10,Thursday
10,AM,10,Apr,2014,0.131,2014-04-10,Thursday
11,AM,10,Apr,2014,0.158,2014-04-10,Thursday
12,AM,10th,Apr,2014,0.104,2014-04-10,Thursday
01,PM,10th,Apr,2014,0.132,2014-04-10,Thursday
02,PM,10th,Apr,2014,0.131,2014-04-10,Thursday
03,PM,10,Apr,2014,0.113,2014-04-10,Thursday
04,PM,10th,Apr,2014,0.104,2014-04-10,Thursday
05,PM,10,Apr,2014,0.382,2014-04-10,Thursday
06,PM,10th,Apr,2014,0.462,2014-04-10,Thursday
07,PM,10th,Apr,2014,0.605,2014-04-10,Thursday
08,PM,10,Apr,2014,0.466,2014-04-10,Thursday
09,PM,10th,Apr,2014,0.196,2014-04-10,Thursday
10,PM,10,Apr,2014,0.131,2014-04-10,Thursday
11,PM,10,Apr,2014,0.128,2014-04-10,Thursday
12,PM,10,Apr,2014,0.147,2014-04-10,Thursday
01,AM,11,Apr,2014,0.058,2014-04-11,Friday
02,AM,11th,Apr,2014,0.061,2014-04-11,Friday
03,AM,11,Apr,2014,0.061,2014-04-11,Friday
04,AM,11th,Apr,2014,0.072,2014-04-11,Friday
05,AM,11th,Apr,2014,0.274,2014-04-11,Friday
06,AM,11,Apr,2014,0.346,2014-04-11,Friday
07,AM,11th,Apr,2014,0.216,2014-04-11,Friday
08,AM,11,Apr,2014,0.132,2014-04-11,Friday
09,AM,11,Apr,2014,0.086,2014-04-11,Friday
10,AM,11th,Apr,2014,0.108,2014-04-11,Friday
11,AM,11,Apr,2014,0.173,2014-04-11,Friday
12,AM,11,Apr,2014,0.103,2014-04-11,Friday
01,PM,11,Apr,2014,0.142,2014-04-11,Friday
02,PM,11,Apr,2014,0.133,2014-04-11,Friday
03,PM,11,Apr,2014,0.126,2014-04-11,Friday
04,PM,11th,Apr,2014,0.132,2014-04-11,Friday
05,PM,11,Apr,2014,0.445,2014-04-11,Friday
06,PM,11th,Apr,2014,0.386,2014-04-11,Friday
07,PM,11th,Apr,2014,0.432,2014-04-11,Friday
08,PM,11,Apr,2014,0.514,2014-04-11,Friday
09,PM,11th,Apr,2014,0.097,2014-04-11,Friday
10,PM,11th,Apr,2014,0.235,2014-04-11,Friday
11,PM,11,Apr,2014,0.315,2014-04-11,Friday
12,PM,11,Apr,2014,0.167,2014-04-11,Friday
01,AM,12,Apr,2014,0.095,2014-04-12,Saturday
02,AM,12th,Apr,2014,0.088,2014-04-12,Saturday
03,AM,12,Apr,2014,0.106,2014-04-12,Saturday
04,AM,12th,Apr,2014,0.081,2014-04-12,Saturday
05,AM,12,Apr,2014,0.093,2014-04-12,Saturday
06,AM,12th,Apr,2014,0.226,2014-04-12,Saturday
07,AM,12th,Apr,2014,0.356,2014-04-12,Saturday
08,AM,12th,Apr,2014,0.452,2014-04-12,Saturday
09,AM,12,Apr,2014,0.294,2014-04-12,Saturday
10,AM,12th,Apr,2014,0.212,2014-04-12,Saturday
11,AM,12th,Apr,2014,0.148,2014-04-12,Saturday
12,AM,12,Apr,2014,0.24,2014-04-12,Saturday
01,PM,12th,Apr,2014,0.184,2014-04-12,Saturday
02,PM,12th,Apr,2014,0.264,2014-04-12,Saturday
03,PM,12,Apr,2014,0.273,2014-04-12,Saturday
04,PM,12th,Apr,2014,0.308,2014-04-12,Saturday
05,PM,12th,Apr,2014,0.232,2014-04-12,Saturday
06,PM,12,Apr,2014,0.583,2014-04-12,Saturday
07,PM,12,Apr,2014,0.583,2014-04-12,Saturday
08,PM,12th,Apr,2014,0.572,2014-04-12,Saturday
09,PM,12th,Apr,2014,0.13,2014-04-12,Saturday
10,PM,12,Apr,2014,0.119,2014-04-12,Saturday
11,PM,12th,Apr,2014,0.267,2014-04-12,Saturday
12,PM,12,Apr,2014,0.148,2014-04-12,Saturday
01,AM,13,Apr,2014,0.087,2014-04-13,Sunday
02,AM,13,Apr,2014,0.077,2014-04-13,Sunday
03,AM,13th,Apr,2014,0.099,2014-04-13,Sunday
04,AM,13th,Apr,2014,0.098,2014-04-13,Sunday
05,AM,13th,Apr,2014,0.074,2014-04-13,Sunday
06,AM,13th,Apr,2014,0.245,2014-04-13,Sunday
07,AM,13th,Apr,2014,0.31,2014-04-13,Sunday
08,AM,13,Apr,2014,0.425,2014-04-13,Sunday
09,AM,13,Apr,2014,0.278,2014-04-13,Sunday
10,AM,13th,Apr,2014,0.166,2014-04-13,Sunday
11,AM,13th,Apr,2014,0.189,2014-04-13,Sunday
12,AM,13,Apr,2014,0.238,2014-04-13,Sunday
01,PM,13,Apr,2014,0.151,2014-04-13,Sunday
02,PM,13,Apr,2014,0.197,2014-04-13,Sunday
03,PM,13th,Apr,2014,0.324,2014-04-13,Sunday
04,PM,13th,Apr,2014,0.321,2014-04-13,Sunday
05,PM,13th,Apr,2014,0.248,2014-04-13,Sunday
06,PM,13,Apr,2014,0.621,2014-04-13,Sunday
07,PM,13,Apr,2014,0.518,2014-04-13,Sunday
08,PM,13,Apr,2014,0.524,2014-04-13,Sunday
09,PM,13,Apr,2014,0.202,2014-04-13,Sunday
10,PM,13,Apr,2014,0.141,2014-04-13,Sunday
11,PM,13th,Apr,2014,0.167,2014-04-13,Sunday
12,PM,13,Apr,2014,0.194,2014-04-13,Sunday
01,AM,14th,Apr,2014,0.053,2014-04-14,Monday
02,AM,14th,Apr,2014,0.049,2014-04-14,Monday
03,AM,14th,Apr,2014,0.064,2014-04-14,Monday
04,AM,14,Apr,2014,0.055,2014-04-14,Monday
05,AM,14,Apr,2014,0.343,2014-04-14,Monday
06,AM,14,Apr,2014,0.299,2014-04-14,Monday
07,AM,14,Apr,2014,0.257,2014-04-14,Monday
08,AM,14,Apr,2014,0.103,2014-04-14,Monday
09,AM,14,Apr,2014,0.078,2014-04-14,Monday
10,AM,14,Apr,2014,0.097,2014-04-14,Monday
11,AM,14th,Apr,2014,0.141,2014-04-14,Monday
12,AM,14,Apr,2014,0.091,2014-04-14,Monday
01,PM,14,Apr,2014,0.096,2014-04-14,Monday
02,PM,14th,Apr,2014,0.102,2014-04-14,Monday
03,PM,14,Apr,2014,0.115,2014-04-14,Monday
04,PM,14,Apr,2014,0.116,2014-04-14,Monday
05,PM,14,Apr,2014,0.355,2014-04-14,Monday
06,PM,14,Apr,2014,0.403,2014-04-14,Monday
07,PM,14th,Apr,2014,0.529,2014-04-14,Monday
08,PM,14th,Apr,2014,0.437,2014-04-14,Monday
09,PM,14th,Apr,2014,0.169,2014-04-14,Monday
10,PM,14,Apr,2014,0.146,2014-04-14,Monday
11,PM,14,Apr,2014,0.176,2014-04-14,Monday
12,PM,14,Apr,2014,0.146,2014-04-14,Monday
01,AM,15,Apr,2014,0.061,2014-04-15,Tuesday
02,AM,15,Apr,2014,0.057,2014-04-15,Tuesday
03,AM,15,Apr,2014,0.069,2014-04-15,Tuesday
04,AM,15,Apr,2014,0.056,2014-04-15,Tuesday
05,AM,15,Apr,2014,0.347,2014-04-15,Tuesday
06,AM,15,Apr,2014,0.353,2014-04-15,Tuesday
07,AM,15,Apr,2014,0.216,2014-04-15,Tuesday
08,AM,15,Apr,2014,0.108,2014-04-15,Tuesday
09,AM,15th,Apr,2014,0.078,2014-04-15,Tuesday
10,AM,15,Apr,2014,0.14,2014-04-15,Tuesday
11,AM,15,Apr,2014,0.162,2014-04-15,Tuesday
12,AM,15th,Apr,2014,0.09,2014-04-15,Tuesday
01,PM,15th,Apr,2014,0.11,2014-04-15,Tuesday
02,PM,15,Apr,2014,0.10,2014-04-15,Tuesday
03,PM,15,Apr,2014,0.127,2014-04-15,Tuesday
04,PM,15,Apr,2014,0.121,2014-04-15,Tuesday
05,PM,15th,Apr,2014,0.425,2014-04-15,Tuesday
06,PM,15th,Apr,2014,0.365,2014-04-15,Tuesday
07,PM,15th,Apr,2014,0.535,2014-04-15,Tuesday
08,PM,15th,Apr,2014,0.518,2014-04-15,Tuesday
09,PM,15th,Apr,2014,0.158,2014-04-15,Tuesday
10,PM,15th,Apr,2014,0.173,2014-04-15,Tuesday
11,PM,15,Apr,2014,0.168,2014-04-15,Tuesday
12,PM,15,Apr,2014,0.153,2014-04-15,Tuesday
01,AM,16,Apr,2014,0.05,2014-04-16,Wednesday
02,AM,16,Apr,2014,0.065,2014-04-16,Wednesday
03,AM,16,Apr,2014,0.061,2014-04-16,Wednesday
04,AM,16th,Apr,2014,0.062,2014-04-16,Wednesday
05,AM,16,Apr,2014,0.36,2014-04-16,Wednesday
06,AM,16,Apr,2014,0.324,2014-04-16,Wednesday
07,AM,16th,Apr,2014,0.254,2014-04-16,Wednesday
08,AM,16th,Apr,2014,0.138,2014-04-16,Wednesday
09,AM,16th,Apr,2014,0.077,2014-04-16,Wednesday
10,AM,16th,Apr,2014,0.131,2014-04-16,Wednesday
11,AM,16th,Apr,2014,0.167,2014-04-16,Wednesday
12,AM,16th,Apr,2014,0.098,2014-04-16,Wednesday
01,PM,16,Apr,2014,0.11,2014-04-16,Wednesday
02,PM,16,Apr,2014,0.096,2014-04-16,Wednesday
03,PM,16th,Apr,2014,0.13,2014-04-16,Wednesday
04,PM,16,Apr,2014,0.121,2014-04-16,Wednesday
05,PM,16,Apr,2014,0.339,2014-04-16,Wednesday
06,PM,16,Apr,2014,0.336,2014-04-16,Wednesday
07,PM,16th,Apr,2014,0.481,2014-04-16,Wednesday
08,PM,16th,Apr,2014,0.446,2014-04-16,Wednesday
09,PM,16th,Apr,2014,0.178,2014-04-16,Wednesday
10,PM,16th,Apr,2014,0.141,2014-04-16,Wednesday
11,PM,16th,Apr,2014,0.15,2014-04-16,Wednesday
12,PM,16th,Apr,2014,0.15,2014-04-16,Wednesday
01,AM,17,Apr,2014,0.062,2014-04-17,Thursday
02,AM,17th,Apr,2014,0.057,2014-04-17,Thursday
03,AM,17,Apr,2014,0.051,2014-04-17,Thursday
04,AM,17th,Apr,2014,0.055,2014-04-17,Thursday
05,AM,17,Apr,2014,0.389,2014-04-17,Thursday
06,AM,17th,Apr,2014,0.338,2014-04-17,Thursday
07,AM,17th,Apr,2014,0.305,2014-04-17,Thursday
08,AM,17,Apr,2014,0.138,2014-04-17,Thursday
09,AM,17th,Apr,2014,0.085,2014-04-17,Thursday
10,AM,17,Apr,2014,0.104,2014-04-17,Thursday
11,AM,17,Apr,2014,0.122,2014-04-17,Thursday
12,AM,17,Apr,2014,0.084,2014-04-17,Thursday
01,PM,17th,Apr,2014,0.13,2014-04-17,Thursday
02,PM,17th,Apr,2014,0.142,2014-04-17,Thursday
03,PM,17,Apr,2014,0.106,2014-04-17,Thursday
04,PM,17,Apr,2014,0.12,2014-04-17,Thursday
05,PM,17,Apr,2014,0.468,2014-04-17,Thursday
06,PM,17th,Apr,2014,0.374,2014-04-17,Thursday
07,PM,17,Apr,2014,0.556,2014-04-17,Thursday
08,PM,17,Apr,2014,0.418,2014-04-17,Thursday
09,PM,17th,Apr,2014,0.166,2014-04-17,Thursday
10,PM,17,Apr,2014,0.137,2014-04-17,Thursday
11,PM,17,Apr,2014,0.132,2014-04-17,Thursday
12,PM,17,Apr,2014,0.155,2014-04-17,Thursday
01,AM,18th,Apr,2014,0.053,2014-04-18,Friday
02,AM,18,Apr,2014,0.051,2014-04-18,Friday
03,AM,18,Apr,2014,0.049,2014-04-18,Friday
04,AM,18th,Apr,2014,0.048,2014-04-18,Friday
05,AM,18,Apr,2014,0.267,2014-04-18,Friday
06,AM,18,Apr,2014,0.292,2014-04-18,Friday
07,AM,18th,Apr,2014,0.219,2014-04-18,Friday
08,AM,18,Apr,2014,0.116,2014-04-18,Friday
09,AM,18th,Apr,2014,0.097,2014-04-18,Friday
10,AM,18th,Apr,2014,0.127,2014-04-18,Friday
11,AM,18th,Apr,2014,0.15,2014-04-18,Friday
12,AM,18th,Apr,2014,0.078,2014-04-18,Friday
01,PM,18th,Apr,2014,0.103,2014-04-18,Friday
02,PM,18th,Apr,2014,0.104,2014-04-18,Friday
03,PM,18th,Apr,2014,0.13,2014-04-18,Friday
04,PM,18,Apr,2014,0.102,2014-04-18,Friday
05,PM,18,Apr,2014,0.402,2014-04-18,Friday
06,PM,18,Apr,2014,0.445,2014-04-18,Friday
07,PM,18,Apr,2014,0.556,2014-04-18,Friday
08,PM,18th,Apr,2014,0.576,2014-04-18,Friday
09,PM,18th,Apr,2014,0.12,2014-04-18,Friday
10,PM,18th,Apr,2014,0.235,2014-04-18,Friday
11,PM,18th,Apr,2014,0.276,2014-04-18,Friday
12,PM,18th,Apr,2014,0.159,2014-04-18,Friday
01,AM,19th,Apr,2014,0.10,2014-04-19,Saturday
02,AM,19th,Apr,2014,0.077,2014-04-19,Saturday
03,AM,19th,Apr,2014,0.099,2014-04-19,Saturday
04,AM,19th,Apr,2014,0.081,2014-04-19,Saturday
05,AM,19th,Apr,2014,0.103,2014-04-19,Saturday
06,AM,19th,Apr,2014,0.276,2014-04-19,Saturday
07,AM,19,Apr,2014,0.295,2014-04-19,Saturday
08,AM,19,Apr,2014,0.359,2014-04-19,Saturday
09,AM,19th,Apr,2014,0.243,2014-04-19,Saturday
10,AM,19,Apr,2014,0.169,2014-04-19,Saturday
11,AM,19th,Apr,2014,0.191,2014-04-19,Saturday
12,AM,19th,Apr,2014,0.204,2014-04-19,Saturday
01,PM,19th,Apr,2014,0.146,2014-04-19,Saturday
02,PM,19th,Apr,2014,0.278,2014-04-19,Saturday
03,PM,19th,Apr,2014,0.246,2014-04-19,Saturday
04,PM,19,Apr,2014,0.324,2014-04-19,Saturday
05,PM,19,Apr,2014,0.284,2014-04-19,Saturday
06,PM,19,Apr,2014,0.599,2014-04-19,Saturday
07,PM,19,Apr,2014,0.481,2014-04-19,Saturday
08,PM,19th,Apr,2014,0.497,2014-04-19,Saturday
09,PM,19th,Apr,2014,0.124,2014-04-19,Saturday
10,PM,19th,Apr,2014,0.138,2014-04-19,Saturday
11,PM,19th,Apr,2014,0.273,2014-04-19,Saturday
12,PM,19th,Apr,2014,0.207,2014-04-19,Saturday
01,AM,20,Apr,2014,0.086,2014-04-20,Sunday
02,AM,20,Apr,2014,0.081,2014-04-20,Sunday
03,AM,20,Apr,2014,0.072,2014-04-20,Sunday
04,AM,20th,Apr,2014,0.088,2014-04-20,Sunday
05,AM,20,Apr,2014,0.10,2014-04-20,Sunday
06,AM,20,Apr,2014,0.192,2014-04-20,Sunday
07,AM,20th,Apr,2014,0.367,2014-04-20,Sunday
08,AM,20,Apr,2014,0.437,2014-04-20,Sunday
09,AM,20th,Apr,2014,0.216,2014-04-20,Sunday
10,AM,20th,Apr,2014,0.185,2014-04-20,Sunday
11,AM,20,Apr,2014,0.149,2014-04-20,Sunday
12,AM,20th,Apr,2014,0.286,2014-04-20,Sunday
01,PM,20,Apr,2014,0.205,2014-04-20,Sunday
02,PM,20th,Apr,2014,0.197,2014-04-20,Sunday
03,PM,20,Apr,2014,0.248,2014-04-20,Sunday
04,PM,20th,Apr,2014,0.238,2014-04-20,Sunday
05,PM,20th,Apr,2014,0.313,2014-04-20,Sunday
06,PM,20th,Apr,2014,0.535,2014-04-20,Sunday
07,PM,20th,Apr,2014,0.599,2014-04-20,Sunday
08,PM,20,Apr,2014,0.589,2014-04-20,Sunday
09,PM,20,Apr,2014,0.166,2014-04-20,Sunday
10,PM,20,Apr,2014,0.123,2014-04-20,Sunday
11,PM,20,Apr,2014,0.132,2014-04-20,Sunday
12,PM,20th,Apr,2014,0.207,2014-04-20,Sunday
01,AM,21st,Apr,2014,0.05,2014-04-21,Monday
02,AM,21,Apr,2014,0.061,2014-04-21,Monday
03,AM,21st,Apr,2014,0.061,2014-04-21,Monday
04,AM,21st,Apr,2014,0.067,2014-04-21,Monday
05,AM,21st,Apr,2014,0.264,2014-04-21,Monday
06,AM,21,Apr,2014,0.313,2014-04-21,Monday
07,AM,21,Apr,2014,0.23,2014-04-21,Monday
08,AM,21,Apr,2014,0.127,2014-04-21,Monday
09,AM,21,Apr,2014,0.107,2014-04-21,Monday
10,AM,21st,Apr,2014,0.112,2014-04-21,Monday
11,AM,21,Apr,2014,0.167,2014-04-21,Monday
12,AM,21,Apr,2014,0.10,2014-04-21,Monday
01,PM,21,Apr,2014,0.133,2014-04-21,Monday
02,PM,21,Apr,2014,0.126,2014-04-21,Monday
03,PM,21st,Apr,2014,0.136,2014-04-21,Monday
04,PM,21st,Apr,2014,0.102,2014-04-21,Monday
05,PM,21,Apr,2014,0.429,2014-04-21,Monday
06,PM,21,Apr,2014,0.424,2014-04-21,Monday
07,PM,21st,Apr,2014,0.648,2014-04-21,Monday
08,PM,21st,Apr,2014,0.475,2014-04-21,Monday
09,PM,21,Apr,2014,0.164,2014-04-21,Monday
10,PM,21st,Apr,2014,0.126,2014-04-21,Monday
11,PM,21,Apr,2014,0.122,2014-04-21,Monday
12,PM,21,Apr,2014,0.18,2014-04-21,Monday
01,AM,22,Apr,2014,0.064,2014-04-22,Tuesday
02,AM,22,Apr,2014,0.071,2014-04-22,Tuesday
03,AM,22nd,Apr,2014,0.059,2014-04-22,Tuesday
04,AM,22nd,Apr,2014,0.062,2014-04-22,Tuesday
05,AM,22,Apr,2014,0.297,2014-04-22,Tuesday
06,AM,22nd,Apr,2014,0.378,2014-04-22,Tuesday
07,AM,22nd,Apr,2014,0.238,2014-04-22,Tuesday
08,AM,22,Apr,2014,0.13,2014-04-22,Tuesday
09,AM,22,Apr,2014,0.077,2014-04-22,Tuesday
10,AM,22,Apr,2014,0.101,2014-04-22,Tuesday
11,AM,22nd,Apr,2014,0.125,2014-04-22,Tuesday
12,AM,22nd,Apr,2014,0.076,2014-04-22,Tuesday
01,PM,22nd,Apr,2014,0.139,2014-04-22,Tuesday
02,PM,22,Apr,2014,0.112,2014-04-22,Tuesday
03,PM,22,Apr,2014,0.136,2014-04-22,Tuesday
04,PM,22nd,Apr,2014,0.113,2014-04-22,Tuesday
05,PM,22,Apr,2014,0.351,2014-04-22,Tuesday
06,PM,22,Apr,2014,0.479,2014-04-22,Tuesday
07,PM,22nd,Apr,2014,0.535,2014-04-22,Tuesday
08,PM,22,Apr,2014,0.566,2014-04-22,Tuesday
09,PM,22nd,Apr,2014,0.173,2014-04-22,Tuesday
10,PM,22nd,Apr,2014,0.137,2014-04-22,Tuesday
11,PM,22nd,Apr,2014,0.153,2014-04-22,Tuesday
12,PM,22nd,Apr,2014,0.147,2014-04-22,Tuesday
01,AM,23rd,Apr,2014,0.053,2014-04-23,Wednesday
02,AM,23,Apr,2014,0.05,2014-04-23,Wednesday
03,AM,23,Apr,2014,0.071,2014-04-23,Wednesday
04,AM,23rd,Apr,2014,0.064,2014-04-23,Wednesday
05,AM,23,Apr,2014,0.37,2014-04-23,Wednesday
06,AM,23rd,Apr,2014,0.385,2014-04-23,Wednesday
07,AM,23rd,Apr,2014,0.219,2014-04-23,Wednesday
08,AM,23rd,Apr,2014,0.112,2014-04-23,Wednesday
09,AM,23,Apr,2014,0.106,2014-04-23,Wednesday
10,AM,23rd,Apr,2014,0.113,2014-04-23,Wednesday
11,AM,23,Apr,2014,0.173,2014-04-23,Wednesday
12,AM,23,Apr,2014,0.088,2014-04-23,Wednesday
01,PM,23rd,Apr,2014,0.121,2014-04-23,Wednesday
02,PM,23rd,Apr,2014,0.133,2014-04-23,Wednesday
03,PM,23,Apr,2014,0.11,2014-04-23,Wednesday
04,PM,23rd,Apr,2014,0.132,2014-04-23,Wednesday
05,PM,23rd,Apr,2014,0.406,2014-04-23,Wednesday
06,PM,23rd,Apr,2014,0.424,2014-04-23,Wednesday
07,PM,23,Apr,2014,0.454,2014-04-23,Wednesday
08,PM,23rd,Apr,2014,0.403,2014-04-23,Wednesday
09,PM,23rd,Apr,2014,0.207,2014-04-23,Wednesday
10,PM,23rd,Apr,2014,0.131,2014-04-23,Wednesday
11,PM,23,Apr,2014,0.147,2014-04-23,Wednesday
12,PM,23rd,Apr,2014,0.138,2014-04-23,Wednesday
01,AM,24th,Apr,2014,0.059,2014-04-24,Thursday
02,AM,24th,Apr,2014,0.072,2014-04-24,Thursday
03,AM,24th,Apr,2014,0.048,2014-04-24,Thursday
04,AM,24th,Apr,2014,0.071,2014-04-24,Thursday
05,AM,24th,Apr,2014,0.297,2014-04-24,Thursday
06,AM,24,Apr,2014,0.356,2014-04-24,Thursday
07,AM,24,Apr,2014,0.311,2014-04-24,Thursday
08,AM,24th,Apr,2014,0.101,2014-04-24,Thursday
09,AM,24,Apr,2014,0.104,2014-04-24,Thursday
10,AM,24th,Apr,2014,0.098,2014-04-24,Thursday
11,AM,24,Apr,2014,0.14,2014-04-24,Thursday
12,AM,24,Apr,2014,0.095,2014-04-24,Thursday
01,PM,24,Apr,2014,0.096,2014-04-24,Thursday
02,PM,24th,Apr,2014,0.108,2014-04-24,Thursday
03,PM,24,Apr,2014,0.098,2014-04-24,Thursday
04,PM,24,Apr,2014,0.131,2014-04-24,Thursday
05,PM,24th,Apr,2014,0.312,2014-04-24,Thursday
06,PM,24,Apr,2014,0.374,2014-04-24,Thursday
07,PM,24th,Apr,2014,0.632,2014-04-24,Thursday
08,PM,24,Apr,2014,0.49,2014-04-24,Thursday
09,PM,24th,Apr,2014,0.203,2014-04-24,Thursday
10,PM,24,Apr,2014,0.168,2014-04-24,Thursday
11,PM,24th,Apr,2014,0.129,2014-04-24,Thursday
12,PM,24th,Apr,2014,0.174,2014-04-24,Thursday
01,AM,25th,Apr,2014,0.071,2014-04-25,Friday
02,AM,25th,Apr,2014,0.049,2014-04-25,Friday
03,AM,25th,Apr,2014,0.055,2014-04-25,Friday
04,AM,25,Apr,2014,0.066,2014-04-25,Friday
05,AM,25th,Apr,2014,0.29,2014-04-25,Friday
06,AM,25,Apr,2014,0.392,2014-04-25,Friday
07,AM,25th,Apr,2014,0.30,2014-04-25,Friday
08,AM,25th,Apr,2014,0.118,2014-04-25,Friday
09,AM,25th,Apr,2014,0.081,2014-04-25,Friday
10,AM,25,Apr,2014,0.11,2014-04-25,Friday
11,AM,25,Apr,2014,0.123,2014-04-25,Friday
12,AM,25,Apr,2014,0.077,2014-04-25,Friday
01,PM,25th,Apr,2014,0.11,2014-04-25,Friday
02,PM,25,Apr,2014,0.144,2014-04-25,Friday
03,PM,25,Apr,2014,0.12,2014-04-25,Friday
04,PM,25,Apr,2014,0.121,2014-04-25,Friday
05,PM,25th,Apr,2014,0.347,2014-04-25,Friday
06,PM,25,Apr,2014,0.403,2014-04-25,Friday
07,PM,25th,Apr,2014,0.589,2014-04-25,Friday
08,PM,25,Apr,2014,0.48,2014-04-25,Friday
09,PM,25,Apr,2014,0.132,2014-04-25,Friday
10,PM,25,Apr,2014,0.231,2014-04-25,Friday
11,PM,25th,Apr,2014,0.357,2014-04-25,Friday
12,PM,25,Apr,2014,0.176,2014-04-25,Friday
01,AM,26,Apr,2014,0.104,2014-04-26,Saturday
02,AM,26th,Apr,2014,0.098,2014-04-26,Saturday
03,AM,26th,Apr,2014,0.098,2014-04-26,Saturday
04,AM,26th,Apr,2014,0.087,2014-04-26,Saturday
05,AM,26th,Apr,2014,0.103,2014-04-26,Saturday
06,AM,26th,Apr,2014,0.252,2014-04-26,Saturday
07,AM,26th,Apr,2014,0.428,2014-04-26,Saturday
08,AM,26,Apr,2014,0.394,2014-04-26,Saturday
09,AM,26th,Apr,2014,0.216,2014-04-26,Saturday
10,AM,26,Apr,2014,0.18,2014-04-26,Saturday
